x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,target
0.7013362646102905,0.7624842524528503,-1.0040066626970656e-06,0.6197069883346558,0.6802807450294495,-0.01213295478373766,0.5613992810249329,0.5885040163993835,-0.021288858726620674,0.5377051830291748,0.5044904351234436,-0.037637609988451004,0.5356983542442322,0.4266836941242218,-0.05084770917892456,0.6138578057289124,0.5030686855316162,0.025074319913983345,0.5885547995567322,0.4509037435054779,-0.01935308240354061,0.593481183052063,0.5312284231185913,-0.05193379893898964,0.6021917462348938,0.6047521829605103,-0.06557910889387131,0.6605890989303589,0.5041356682777405,0.014175185933709145,0.6292980909347534,0.4495733976364136,-0.035240788012742996,0.6350209712982178,0.5451897382736206,-0.05826321244239807,0.6427879333496094,0.6240606307983398,-0.06093889847397804,0.7100657820701599,0.5110285878181458,-0.004108731634914875,0.6760121583938599,0.46272024512290955,-0.0511014498770237,0.6773020625114441,0.5569533109664917,-0.04938562959432602,0.6821011304855347,0.6332236528396606,-0.03285837918519974,0.7608643770217896,0.5274087190628052,-0.02388053573668003,0.7237569689750671,0.47792312502861023,-0.051672015339136124,0.7172907590866089,0.5409226417541504,-0.042342592030763626,0.7202825546264648,0.5988660454750061,-0.025477876886725426,A
0.6661213636398315,0.7800789475440979,-1.139924393100955e-06,0.5972387790679932,0.6793969869613647,-0.003265757579356432,0.5544693470001221,0.5767791271209717,-0.009496428072452545,0.5433367490768433,0.4909875988960266,-0.024585573002696037,0.5395152568817139,0.4107157289981842,-0.037687450647354126,0.6159502267837524,0.494077205657959,0.028965285047888756,0.58039391040802,0.44557711482048035,-0.013379102572798729,0.5677165389060974,0.5220664739608765,-0.04473375529050827,0.5652029514312744,0.5933464765548706,-0.05788251385092735,0.6583020687103271,0.5045844912528992,0.014136990532279015,0.6146653294563293,0.4513583481311798,-0.0319518968462944,0.6024745106697083,0.5450789332389832,-0.052967969328165054,0.6002854704856873,0.6251354217529297,-0.05536762997508049,0.7041855454444885,0.5207733511924744,-0.007195798214524984,0.6543871760368347,0.47445258498191833,-0.051002033054828644,0.6414591073989868,0.567764163017273,-0.049361541867256165,0.6401064395904541,0.6444904804229736,-0.034055668860673904,0.7530263662338257,0.5476610064506531,-0.02942323312163353,0.6997460126876831,0.5013339519500732,-0.05523991957306862,0.6833561062812805,0.5628447532653809,-0.046412598341703415,0.6836778521537781,0.6214133501052856,-0.030396481975913048,A
0.7078871726989746,0.7348597049713135,-1.3648860885950853e-06,0.5931922197341919,0.613747239112854,-0.01277498435229063,0.5214154124259949,0.44053804874420166,-0.014791592955589294,0.5063089728355408,0.29849761724472046,-0.026836123317480087,0.4851389527320862,0.19102488458156586,-0.03458249941468239,0.5900986194610596,0.3204960525035858,0.037336792796850204,0.5763484239578247,0.2365686595439911,-0.021814284846186638,0.5833683013916016,0.3497338891029358,-0.0632006973028183,0.5873107314109802,0.4598672389984131,-0.07894150912761688,0.6687396168708801,0.33183425664901733,0.020697476342320442,0.6473103761672974,0.24009591341018677,-0.046590253710746765,0.6526817679405212,0.38900938630104065,-0.07435846328735352,0.6556762456893921,0.5134283900260925,-0.07318899780511856,0.7495627403259277,0.35492658615112305,-0.005885237827897072,0.7278038263320923,0.26824283599853516,-0.07278116047382355,0.7170518040657043,0.41727280616760254,-0.0671776831150055,0.7066342830657959,0.5369778275489807,-0.04049227014183998,0.8311344385147095,0.39242660999298096,-0.0338670052587986,0.8048042058944702,0.3014180064201355,-0.07622773200273514,0.7830662131309509,0.39781323075294495,-0.061625752598047256,0.7691922187805176,0.48501473665237427,-0.035707056522369385,A
0.6685676574707031,0.7517220973968506,-1.6902491779546835e-06,0.5710543990135193,0.6063640117645264,-0.00020437785133253783,0.5150518417358398,0.4340856671333313,-0.0012154675787314773,0.5085642337799072,0.3025878369808197,-0.015332276001572609,0.5015285015106201,0.18869531154632568,-0.02641063556075096,0.5956209301948547,0.31466391682624817,0.05241401121020317,0.5467619299888611,0.23953218758106232,-0.011661088094115257,0.5320438146591187,0.353616327047348,-0.05571729689836502,0.5293083786964417,0.4582868814468384,-0.07162226736545563,0.6598786115646362,0.32690781354904175,0.02911403402686119,0.6016151309013367,0.2474175989627838,-0.0400882363319397,0.5866783261299133,0.39796096086502075,-0.06674213707447052,0.5855490565299988,0.5185270309448242,-0.06429993361234665,0.7296080589294434,0.350819855928421,-0.0048958673141896725,0.6615425944328308,0.2784945070743561,-0.07048765569925308,0.641892671585083,0.4289035201072693,-0.06405100226402283,0.6415495276451111,0.5424426794052124,-0.03721519559621811,0.8032392263412476,0.39351895451545715,-0.04002280533313751,0.7239125967025757,0.3171996772289276,-0.07898379117250443,0.6945298910140991,0.4189613461494446,-0.06457144021987915,0.6938621997833252,0.5048879981040955,-0.039176806807518005,A
0.8080295324325562,0.7699060440063477,-9.594994025974302e-07,0.6827893257141113,0.6604198217391968,-0.026916436851024628,0.6065444946289062,0.5093961358070374,-0.03157028183341026,0.5782014727592468,0.35539939999580383,-0.04514952003955841,0.5833327770233154,0.23390009999275208,-0.05180737376213074,0.6617945432662964,0.4099198579788208,0.06328833848237991,0.6545592546463013,0.2977555990219116,0.006753889843821526,0.6804923415184021,0.39336973428726196,-0.03815732151269913,0.6977518200874329,0.49135661125183105,-0.05692298337817192,0.7394164800643921,0.4061319828033447,0.05505339428782463,0.7300662994384766,0.28955572843551636,-0.013393480330705643,0.7491166591644287,0.42109304666519165,-0.05045611783862114,0.7562763094902039,0.5386942625045776,-0.05459638684988022,0.8139020800590515,0.41721442341804504,0.033796507865190506,0.8058831691741943,0.31259608268737793,-0.03715284541249275,0.8106659650802612,0.45348623394966125,-0.035723235458135605,0.8100186586380005,0.5729166269302368,-0.008913414552807808,0.8912580609321594,0.4411661624908447,0.009582539089024067,0.8832688331604004,0.34713542461395264,-0.033317163586616516,0.8740749359130859,0.435134619474411,-0.020432649180293083,0.8668301701545715,0.5179160833358765,0.005027989391237497,A
0.5957199335098267,0.4945862889289856,-5.737958304052881e-07,0.5518063306808472,0.44996118545532227,-0.003781897248700261,0.526852011680603,0.3900763988494873,-0.00613896269351244,0.5206124782562256,0.3396229147911072,-0.012642704881727695,0.513367772102356,0.2972660958766937,-0.01801970973610878,0.5544301867485046,0.34647297859191895,0.013667773455381393,0.5438143610954285,0.3193698227405548,-0.009714740328490734,0.5447668433189392,0.3631618618965149,-0.027018994092941284,0.5466740131378174,0.40317100286483765,-0.03404334932565689,0.5808184742927551,0.3502955734729767,0.0065788268111646175,0.5665656328201294,0.31939059495925903,-0.0179265346378088,0.5657216310501099,0.3717523217201233,-0.028938036412000656,0.5658060312271118,0.41671615839004517,-0.029770134016871452,0.6080018281936646,0.3576125502586365,-0.0040777213871479034,0.5914058089256287,0.33071014285087585,-0.02732061967253685,0.588150680065155,0.3846750259399414,-0.025221314281225204,0.5868874192237854,0.4276525378227234,-0.016160335391759872,0.6360676884651184,0.3699468970298767,-0.015312773175537586,0.6175497770309448,0.3449828326702118,-0.028618695214390755,0.6108496785163879,0.3803270757198334,-0.0225458312779665,0.6091018319129944,0.4112449884414673,-0.013152258470654488,A
0.6358527541160583,0.47421348094940186,-3.332141886858153e-07,0.5895008444786072,0.4414997100830078,-0.009793604724109173,0.5579373240470886,0.39160045981407166,-0.01283272448927164,0.5401366949081421,0.3406004011631012,-0.019097093492746353,0.529678463935852,0.29859963059425354,-0.02309521473944187,0.5681065320968628,0.3546099066734314,0.01844174973666668,0.5615367889404297,0.31565937399864197,-0.004651397000998259,0.5772808790206909,0.34557369351387024,-0.022837940603494644,0.5887926816940308,0.37966251373291016,-0.030313653871417046,0.5941930413246155,0.35019588470458984,0.01508444081991911,0.5866345763206482,0.30722030997276306,-0.010201205499470234,0.6001054644584656,0.34997230768203735,-0.023878950625658035,0.6084690093994141,0.3901821970939636,-0.02580324560403824,0.6210460066795349,0.3503058850765228,0.007200860884040594,0.6131935715675354,0.31326502561569214,-0.01769939810037613,0.6206374764442444,0.35971230268478394,-0.01765277422964573,0.6257551312446594,0.399816632270813,-0.008818317204713821,0.6495457291603088,0.35540321469306946,-0.0018648457480594516,0.6413469314575195,0.32090047001838684,-0.015811830759048462,0.6412076950073242,0.34923669695854187,-0.010823319666087627,0.6428295373916626,0.3776032626628876,-0.0018393145874142647,A
0.6135156154632568,0.47949960827827454,-5.863548153683951e-07,0.5755777955055237,0.4446350336074829,0.0032129960600286722,0.5519339442253113,0.39370158314704895,0.005016096867620945,0.543939471244812,0.3487153947353363,0.0012597172753885388,0.5362433195114136,0.3089154362678528,-0.0017309178365394473,0.5784974694252014,0.34501397609710693,0.0255966167896986,0.5599277019500732,0.3169333338737488,0.007247197441756725,0.5532659292221069,0.3547455072402954,-0.006530935876071453,0.5540810227394104,0.3918609619140625,-0.011777200736105442,0.5962588787078857,0.3434014618396759,0.01687939465045929,0.5723329186439514,0.31711751222610474,-0.003221992403268814,0.5696478486061096,0.36684778332710266,-0.012739228084683418,0.5742269158363342,0.4076344966888428,-0.012899328023195267,0.6173152327537537,0.3450778126716614,0.0047445232048630714,0.5872383713722229,0.3241274356842041,-0.01517176441848278,0.5870256423950195,0.3746073544025421,-0.014106913469731808,0.5941870212554932,0.4134953022003174,-0.006215954199433327,0.6418050527572632,0.35131314396858215,-0.007501343265175819,0.6092553734779358,0.3313017785549164,-0.019764093682169914,0.6059955358505249,0.365638792514801,-0.015464154072105885,0.6129580736160278,0.39524900913238525,-0.007431711535900831,A
0.6454786658287048,0.4899352788925171,-4.2177984482805186e-07,0.5972565412521362,0.45115312933921814,-0.009276692755520344,0.5645158886909485,0.39985421299934387,-0.013821771368384361,0.5501629114151001,0.34802064299583435,-0.021700434386730194,0.5454934239387512,0.3026367127895355,-0.027279753237962723,0.5845564007759094,0.35699552297592163,0.014674548991024494,0.5774390697479248,0.3198927640914917,-0.009481843560934067,0.5860763192176819,0.3572518229484558,-0.027035418897867203,0.5926625728607178,0.39464330673217773,-0.03397495672106743,0.6124032735824585,0.3558177053928375,0.01009658258408308,0.6026536822319031,0.3151066303253174,-0.017060033977031708,0.6101001501083374,0.3650650978088379,-0.03001130372285843,0.6154067516326904,0.4093402028083801,-0.030971672385931015,0.6409628987312317,0.35854873061180115,0.0011885719140991569,0.6299998164176941,0.3232579529285431,-0.024940090253949165,0.6327258348464966,0.37609609961509705,-0.023836825042963028,0.6353686451911926,0.4204568564891815,-0.013960405252873898,0.6710695028305054,0.3660929203033447,-0.008722149766981602,0.6583038568496704,0.33343493938446045,-0.023587659001350403,0.6547091603279114,0.3653353154659271,-0.018192339688539505,0.6544190049171448,0.3962255120277405,-0.00859356764703989,A
0.6303262114524841,0.5090312957763672,-4.7511045409009967e-07,0.5849296450614929,0.4681878387928009,-0.009231596253812313,0.5539060831069946,0.4121394157409668,-0.014336798340082169,0.5424777865409851,0.3622034788131714,-0.022619297727942467,0.5358920693397522,0.3180291950702667,-0.029196443036198616,0.5794837474822998,0.3659445345401764,0.009725072421133518,0.570296049118042,0.33748960494995117,-0.01537775993347168,0.5757733583450317,0.37934333086013794,-0.03385549783706665,0.5808556079864502,0.41811513900756836,-0.041597262024879456,0.6081008315086365,0.3671257495880127,0.004555890336632729,0.5974341034889221,0.33485928177833557,-0.02222616970539093,0.6008487939834595,0.387501060962677,-0.034279532730579376,0.60306316614151,0.43291646242141724,-0.03521397337317467,0.6379249095916748,0.37381836771965027,-0.004721515811979771,0.6268846988677979,0.3455016016960144,-0.030616292729973793,0.6253086924552917,0.3988243639469147,-0.028993412852287292,0.6236885786056519,0.44278016686439514,-0.01938067190349102,0.6683366298675537,0.3863621652126312,-0.014958975836634636,0.6565028429031372,0.35705238580703735,-0.03027542680501938,0.6500906348228455,0.39119231700897217,-0.024509146809577942,0.646467924118042,0.4231913089752197,-0.01477664615958929,A
